排名	学校名称	学校英文名	国家/地区
801-1000	蒙彼利埃第三大学	Universit Paul-Valery Montpellier 3	法国
801-1000	阿肯色大学	University of Arkansas	美国
801-1000	巴林大学	University of Bahrain	巴林
801-1000	巴里大学	University of Bari	意大利
801-1000	贝尔格莱德大学	University of Belgrade	塞尔维亚
801-1000	宝拉维加亚大学	University of Brawijaya	印尼
801-1000	中央兰开夏大学	University of Central Lancashire	英国
801-1000	东伦敦大学	University of East London	英国
801-1000	拉合尔工程技术大学	University of Engineering & Technology (UET) Lahore	巴基斯坦
801-1000	加纳大学	University of Ghana	加纳
801-1000	格林威治大学	University of Greenwich	英国
801-1000	卡拉奇大学	University of Karachi	巴基斯坦
801-1000	拉合尔大学	The University of Lahore	巴基斯坦
801-1000	马里博尔大学	University of Maribor	斯洛文尼亚
801-1000	密西西比大学	University of Mississippi	美国
801-1000	蒙大拿大学	University of Montana Missoula	美国
801-1000	孟买大学	University of Mumbai	印度
801-1000	内罗毕大学	University of Nairobi	肯尼亚
801-1000	新英格兰大学	University of New England Australia	澳大利亚
801-1000	浦那大学	University of Pune	印度
801-1000	圣地亚哥大学	University of San Diego	美国
801-1000	旧金山大学	University of San Francisco	美国
801-1000	圣托马斯大学（菲律宾）	University of Santo Tomas	菲律宾
801-1000	太平洋大学（加利福尼亚）	University of the Pacific	美国
801-1000	阳光海岸大学	University of the Sunshine Coast	澳大利亚
801-1000	西开普大学	University of the Western Cape	南非
801-1000	弗罗茨瓦夫大学	University of Wroclaw	波兰
801-1000	图卢兹第二大学	Université de Toulouse II-Le Mirail	法国
801-1000	犹他州立大学	Utah State University	美国
801-1000	维罗纳大学	Verona University	意大利
801-1000	沃罗涅日国立大学	Voronezh State University	俄国
801-1000	马格努斯大学	Vytautas Magnus University	立陶宛
801-1000	西蒂米什瓦拉大学	Universitatea de Vest din Timisoara / West University of Timisoara	罗马尼亚
801-1000	弗罗茨瓦夫工业大学	Wroclaw University of Technology	波兰
